unique_id,domain,estimate,ci_lower,ci_upper,sig,ci_width
555650,Pants - Skirts,0.351,-0.062,0.708,FALSE,0.77
555765,Reason - Emotions,-0.421,-0.726,0,FALSE,0.727
555766,Muslims - Jews,-0.733,-0.913,-0.501,TRUE,0.412
555917,Poor People - Rich People,0.557,0.195,0.859,TRUE,0.664
555920,Dramas - Comedies,-0.14,-0.544,0.253,FALSE,0.797
555946,Wrinkles - Plastic Surgery,-0.996,-1.164,-0.773,TRUE,0.39
555999,Southerners - Northerners,0.402,0.037,0.651,TRUE,0.614
556227,Astrology - Science,0.7,0.451,0.954,TRUE,0.503
556304,Team - Individual,-0.583,-0.819,-0.242,TRUE,0.577
556349,Denzel Washington - Tom Cruise,0.059,-0.3,0.424,FALSE,0.724
556351,Prolife - Prochoice,0.277,-0.085,0.602,FALSE,0.687
556410,Corporations - Nonprofits,-0.666,-0.874,-0.426,TRUE,0.448
556417,Difficult - Simple,0.799,0.414,1.067,TRUE,0.654
556495,Avoiding - Approaching,-1.2,-1.346,-1.024,TRUE,0.321
556553,Strong - Sensitive,-0.574,-0.807,-0.257,TRUE,0.55
556673,Mountains - Ocean,0.163,-0.21,0.48,FALSE,0.69
556675,Jocks - Nerds,0.324,-0.054,0.665,FALSE,0.719
556765,National Defense - Education,0.808,0.3,1.097,TRUE,0.797
556935,Jocks - Nerds,0.633,0.372,0.861,TRUE,0.488
556984,Wrinkles - Plastic Surgery,-0.111,-0.45,0.257,FALSE,0.707
556992,Lord of the Rings - Harry Potter,0.163,-0.217,0.501,FALSE,0.719
557060,Fat People - Thin People,-0.94,-1.13,-0.6,TRUE,0.531
557073,Artists - Musicians,-0.13,-0.436,0.252,FALSE,0.689
557093,Relaxing - Exercising,-0.804,-1.011,-0.543,TRUE,0.468
557241,Private - Public,-0.177,-0.518,0.194,FALSE,0.711
557347,Single - Married,-0.361,-0.703,0.023,FALSE,0.726
557441,Mountains - Ocean,0.738,0.433,0.928,TRUE,0.495
557443,Money - Love,0.725,0.198,0.992,TRUE,0.794
557464,Lawyers - Politicians,-0.118,-0.479,0.268,FALSE,0.747
557656,Wrinkles - Plastic Surgery,-0.445,-0.765,-0.032,TRUE,0.733
557717,Astrology - Science,-0.12,-0.41,0.253,FALSE,0.663
557868,Lawyers - Politicians,-0.558,-0.782,-0.187,TRUE,0.595
557994,Denzel Washington - Tom Cruise,0.28,-0.126,0.638,FALSE,0.764
557999,Drinking - Abstaining,-0.393,-0.624,-0.092,TRUE,0.532
558066,Microsoft - Apple,-0.329,-0.628,0.071,FALSE,0.699
558079,Jocks - Nerds,-0.672,-0.957,-0.239,TRUE,0.718
558080,Traditional Values - Feminism,-0.147,-0.485,0.229,FALSE,0.713
558115,Artists - Musicians,-0.024,-0.374,0.342,FALSE,0.716
558141,Career - Family,0.26,-0.13,0.576,FALSE,0.706
558194,Poor People - Rich People,-0.318,-0.656,0.072,FALSE,0.728
558356,Relaxing - Exercising,-0.707,-0.942,-0.361,TRUE,0.58
558421,Redsox - Yankees,0.27,-0.103,0.505,FALSE,0.608
558431,Winter - Summer,0.104,-0.251,0.447,FALSE,0.698
558440,Punishment - Forgiveness,-0.757,-1.027,-0.377,TRUE,0.65
558490,Asians - Whites,0.002,-0.366,0.364,FALSE,0.729
558493,Muslims - Jews,-0.117,-0.47,0.225,FALSE,0.696
558574,Punishment - Forgiveness,0.808,0.517,1.004,TRUE,0.487
558624,Prolife - Prochoice,0.612,0.288,0.855,TRUE,0.567
558710,West Coast - East Coast,-0.481,-0.787,-0.111,TRUE,0.677
558838,Microsoft - Apple,-0.895,-1.076,-0.677,TRUE,0.398
558864,Tax Reductions - Social Programs,-0.231,-0.509,0.147,FALSE,0.656
558943,Organized Labor - Management,-0.004,-0.359,0.353,FALSE,0.712
559020,50 Cent - Britney Spears,0.274,-0.094,0.572,FALSE,0.666
559056,Drinking - Abstaining,0.386,0.084,0.635,TRUE,0.55
559077,Tax Reductions - Social Programs,-0.349,-0.644,0.016,FALSE,0.66
559296,Helpers - Leaders,-0.058,-0.419,0.301,FALSE,0.721
559417,David Letterman - Jay Leno,0.568,0.253,0.845,TRUE,0.592
559456,Punishment - Forgiveness,1.064,0.559,1.325,TRUE,0.766
559495,Skeptical - Trusting,1.56,1.419,1.664,TRUE,0.245
559553,Realism - Idealism,-0.955,-1.156,-0.724,TRUE,0.432
559557,Astrology - Science,-0.73,-0.961,-0.425,TRUE,0.536
559632,Lawyers - Politicians,-0.246,-0.587,0.149,FALSE,0.736
559778,Skeptical - Trusting,0.598,0.238,0.851,TRUE,0.613
559811,Pepsi - Coke,-0.482,-0.71,-0.18,TRUE,0.53
559853,Rich People - Beautiful People,0.575,0.087,0.897,TRUE,0.809
559871,Jews - Christians,-0.175,-0.476,0.219,FALSE,0.695
559913,Night - Morning,0.857,0.536,1.074,TRUE,0.538
559925,Cold - Hot,0.367,-0.108,0.646,FALSE,0.754
559935,Athletic People - Intelligent People,-0.441,-0.758,-0.087,TRUE,0.67
559936,Microsoft - Apple,-0.218,-0.499,0.164,FALSE,0.663
559962,Protein - Carbohydrates,-0.311,-0.647,0.067,FALSE,0.715
559987,Poor People - Rich People,-0.403,-0.662,-0.066,TRUE,0.596
560133,Protestants - Catholics,-0.199,-0.497,0.205,FALSE,0.702
560148,Pants - Skirts,-0.032,-0.41,0.325,FALSE,0.735
560197,Career - Family,-0.612,-0.852,-0.345,TRUE,0.507
560253,African Americans - European Americans,-0.368,-0.684,0.132,FALSE,0.816
560265,African Americans - European Americans,0.107,-0.26,0.47,FALSE,0.73
560272,Kobe - Shaq,0.261,-0.149,0.396,FALSE,0.545
560413,Bill Clinton - Hillary Clinton,-0.323,-0.608,0.037,FALSE,0.645
560475,Dramas - Comedies,-0.191,-0.499,0.18,FALSE,0.68
560554,Coffee - Tea,-0.34,-0.601,0.038,FALSE,0.638
560618,50 Cent - Britney Spears,-0.026,-0.385,0.33,FALSE,0.715
560629,Organized Labor - Management,-0.424,-0.631,-0.105,TRUE,0.526
560735,New York - California,0.631,0.302,0.88,TRUE,0.578
560743,Innocence - Wisdom,0.37,-0.007,0.674,FALSE,0.681
560823,Technology - Nature,-0.418,-0.711,-0.06,TRUE,0.651
560915,Gun Control - Gun Rights,-0.864,-1.082,-0.55,TRUE,0.533
560923,Night - Morning,0.672,0.479,0.88,TRUE,0.401
560975,Lord of the Rings - Harry Potter,0.109,-0.259,0.432,FALSE,0.691
560995,Wrinkles - Plastic Surgery,0.389,0.027,0.647,TRUE,0.62
561007,Traditional Values - Feminism,0.372,-0.06,0.705,FALSE,0.765
561010,Drinking - Abstaining,0.931,0.646,1.153,TRUE,0.507
561034,Redsox - Yankees,-0.664,-0.829,-0.451,TRUE,0.377
561062,Denzel Washington - Tom Cruise,-0.071,-0.383,0.342,FALSE,0.726
561063,Friends - Family,0.299,-0.106,0.629,FALSE,0.735
561064,Briefs - Boxers,-0.415,-0.654,-0.04,TRUE,0.614
561152,Punishment - Forgiveness,1.007,0.691,1.241,TRUE,0.55
561221,Relaxing - Exercising,-0.177,-0.503,0.218,FALSE,0.721
561367,Jocks - Nerds,0.99,0.757,1.193,TRUE,0.436
561459,Determinism - Free will,-0.519,-0.854,-0.074,TRUE,0.78
561505,Organized Labor - Management,0.243,-0.141,0.592,FALSE,0.733
561506,Determinism - Free will,-0.486,-0.878,-0.042,TRUE,0.836
561571,Briefs - Boxers,0.512,0.089,0.823,TRUE,0.734
561596,Protestants - Catholics,0.181,-0.206,0.526,FALSE,0.731
561599,Meat - Vegetables,0.141,-0.218,0.473,FALSE,0.691
561613,Briefs - Boxers,0.532,0.099,0.863,TRUE,0.764
561651,Kobe - Shaq,-0.495,-0.725,-0.18,TRUE,0.545
561776,Rich People - Beautiful People,0.645,0.224,0.95,TRUE,0.726
562004,Mountains - Ocean,-0.394,-0.589,-0.091,TRUE,0.499
562043,Difficult - Simple,-0.668,-1.012,-0.267,TRUE,0.745
562125,Team - Individual,0.054,-0.321,0.391,FALSE,0.712
562162,Bill Clinton - Hillary Clinton,0.419,0.039,0.713,TRUE,0.674
562181,Skeptical - Trusting,-1.178,-1.385,-0.814,TRUE,0.572
562246,Protein - Carbohydrates,-0.589,-0.796,-0.32,TRUE,0.475
562364,Solitude - Companionship,-0.01,-0.366,0.355,FALSE,0.721
562390,Coffee - Tea,-0.809,-0.983,-0.573,TRUE,0.41
562427,Dramas - Comedies,0.18,-0.187,0.508,FALSE,0.695
562451,Money - Love,-0.317,-0.588,0.066,FALSE,0.654
562550,Friends - Family,-0.081,-0.407,0.278,FALSE,0.685
562616,Corporations - Nonprofits,0.29,-0.066,0.578,FALSE,0.643
562776,Wrinkles - Plastic Surgery,-0.446,-0.748,0.029,FALSE,0.777
562847,Team - Individual,1.015,0.758,1.202,TRUE,0.445
562863,Dogs - Cats,-0.202,-0.521,0.169,FALSE,0.69
562865,Jazz - Teen Pop,-0.455,-0.82,-0,TRUE,0.82
562913,Artists - Musicians,-0.369,-0.598,-0.031,TRUE,0.567
562955,David Letterman - Jay Leno,-0.155,-0.464,0.225,FALSE,0.689
563086,Effort - Talent,0.582,0.216,0.849,TRUE,0.632
563103,Single - Married,-0.312,-0.671,0.123,FALSE,0.793
563123,National Defense - Education,1.064,0.627,1.303,TRUE,0.676
563136,David Letterman - Jay Leno,0.089,-0.29,0.522,FALSE,0.813
563146,Realism - Idealism,1.199,1.004,1.346,TRUE,0.342
563309,Poor People - Rich People,-1.18,-1.339,-0.947,TRUE,0.392
563326,Effort - Talent,0.592,0.266,0.836,TRUE,0.57
563660,Night - Morning,-1.102,-1.264,-0.81,TRUE,0.454
563744,Jews - Christians,-0.59,-0.79,-0.35,TRUE,0.439
563765,Redsox - Yankees,0.739,0.379,0.967,TRUE,0.588
563908,Burger King - McDonald's,0.165,-0.191,0.464,FALSE,0.655
563918,Manufactured - Natural,0.874,0.567,1.089,TRUE,0.522
563933,National Defense - Education,-0.789,-0.958,-0.589,TRUE,0.369
563948,Career - Family,0.541,0.179,0.806,TRUE,0.627
563957,Kobe - Shaq,0.385,0.055,0.671,TRUE,0.616
563965,Receiving - Giving,-0.066,-0.413,0.302,FALSE,0.715
563976,Stable - Flexible,-0.044,-0.38,0.35,FALSE,0.73
563977,Astrology - Science,0.235,-0.155,0.6,FALSE,0.755
564001,Tall People - Short People,-0.238,-0.567,0.153,FALSE,0.72
564158,Denzel Washington - Tom Cruise,-0.179,-0.489,0.167,FALSE,0.657
564216,Coffee - Tea,-0.441,-0.678,-0.091,TRUE,0.587
564224,Innocence - Wisdom,0.486,0.076,0.808,TRUE,0.732
564286,Burger King - McDonald's,0.106,-0.254,0.461,FALSE,0.715
564290,Evolution - Creationism,0.225,-0.171,0.584,FALSE,0.756
564295,Dogs - Cats,0.712,0.394,0.937,TRUE,0.543
564306,Receiving - Giving,0.563,0.226,0.844,TRUE,0.617
564323,Briefs - Boxers,-0.497,-0.753,-0.15,TRUE,0.604
564333,Relaxing - Exercising,0.441,0.148,0.672,TRUE,0.524
564403,Muslims - Jews,0.882,0.458,1.158,TRUE,0.7
564474,Poor People - Rich People,-0.849,-1.123,-0.553,TRUE,0.57
564505,Kobe - Shaq,0.06,-0.331,0.689,FALSE,1.02
564507,Foreign Places - American Places,0.296,-0.067,0.574,FALSE,0.641
564510,Private - Public,-0.361,-0.686,0.022,FALSE,0.708
564528,Dogs - Cats,0.277,-0.084,0.616,FALSE,0.701
564564,Briefs - Boxers,0.757,0.381,0.974,TRUE,0.592
564588,Tradition - Progress,0.191,-0.172,0.532,FALSE,0.704
564614,Punishment - Forgiveness,-1.102,-1.295,-0.784,TRUE,0.511
564627,Cold - Hot,-1.064,-1.252,-0.788,TRUE,0.464
564653,David Letterman - Jay Leno,-0.585,-0.837,-0.224,TRUE,0.613
564660,Prolife - Prochoice,0.49,0.185,0.727,TRUE,0.542
564661,50 Cent - Britney Spears,-0.544,-0.773,-0.169,TRUE,0.603
564700,Relaxing - Exercising,0.261,-0.101,0.553,FALSE,0.654
564779,Chaos - Order,0.992,0.356,1.268,TRUE,0.912
564789,Night - Morning,-0.029,-0.449,0.325,FALSE,0.774
564834,Realism - Idealism,-0.482,-0.779,-0.119,TRUE,0.66
564849,Bill Clinton - Hillary Clinton,0.214,-0.142,0.534,FALSE,0.675
564879,Briefs - Boxers,-0.098,-0.45,0.26,FALSE,0.71
564907,Speed - Accuracy,0.598,0.207,0.855,TRUE,0.647
564921,Rebellious - Conforming,0.752,0.277,1.032,TRUE,0.754
564960,Meg Ryan - Julia Roberts,0.083,-0.302,0.454,FALSE,0.755
564966,George Bush - John Kerry,-0.644,-0.821,-0.437,TRUE,0.384
564972,Republicans - Democrats,0.762,0.413,1.016,TRUE,0.602
565091,Determinism - Free will,1.014,0.799,1.206,TRUE,0.408
565093,West Coast - East Coast,0.191,-0.206,0.561,FALSE,0.767
565099,Difficult - Simple,-0.778,-0.998,-0.407,TRUE,0.591
565101,Effort - Talent,0.64,0.247,0.894,TRUE,0.647
565134,Denzel Washington - Tom Cruise,-0.55,-0.774,-0.231,TRUE,0.544
565140,Japan - United States,-0.571,-0.755,-0.339,TRUE,0.416
565144,Organized Labor - Management,0.44,0.051,0.728,TRUE,0.676
565157,Atheism - Religion,0.468,0.187,0.699,TRUE,0.512
565165,Innocence - Wisdom,0.287,-0.112,0.616,FALSE,0.728
565254,Foreign Places - American Places,0.98,0.597,1.226,TRUE,0.628
565307,Foreign Places - American Places,0.621,0.342,0.797,TRUE,0.455
565316,Helpers - Leaders,0.455,0.082,0.766,TRUE,0.684
565453,Poor People - Rich People,0.979,0.72,1.17,TRUE,0.45
565557,Gay People - Straight People,0,-0.354,0.353,FALSE,0.707
565611,Protein - Carbohydrates,0.104,-0.257,0.472,FALSE,0.729
565679,Determinism - Free will,-0.99,-1.194,-0.598,TRUE,0.596
565689,Mother Teresa - Princess Diana,0.52,0.004,0.985,TRUE,0.982
565692,National Defense - Education,-0.632,-0.884,-0.188,TRUE,0.696
565708,Dogs - Cats,-0.698,-0.916,-0.422,TRUE,0.494
565721,Effort - Talent,-0.42,-0.735,-0.031,TRUE,0.704
565727,Reason - Emotions,0.081,-0.288,0.417,FALSE,0.705
565737,Pants - Skirts,-0.614,-0.852,-0.274,TRUE,0.578
565811,Tradition - Progress,0.344,-0.032,0.651,FALSE,0.683
565812,Skeptical - Trusting,1.202,1.031,1.343,TRUE,0.313
565898,Jocks - Nerds,-0.654,-0.886,-0.331,TRUE,0.555
566002,Old People - Young People,-0.437,-0.734,-0.042,TRUE,0.692
566034,Gay People - Straight People,0.533,0.186,0.774,TRUE,0.588
566064,Skeptical - Trusting,-1.038,-1.214,-0.818,TRUE,0.396
566070,Gun Control - Gun Rights,-0.089,-0.434,0.275,FALSE,0.708
566132,Redsox - Yankees,-0.189,-0.542,0.174,FALSE,0.716
566155,Foreign Places - American Places,0.363,-0.036,0.656,FALSE,0.692
566162,Tax Reductions - Social Programs,-0.576,-0.786,-0.202,TRUE,0.585
566168,Redsox - Yankees,-0.496,-0.721,-0.17,TRUE,0.551
566296,West Coast - East Coast,1.075,0.652,1.338,TRUE,0.686
566309,Hiphop - Classical,-0.835,-1.18,-0.572,TRUE,0.608
566340,Mountains - Ocean,0.559,0.113,0.888,TRUE,0.775
566537,Team - Individual,0.63,0.269,0.924,TRUE,0.655
566564,50 Cent - Britney Spears,0.338,-0.024,0.628,FALSE,0.652
566600,Dramas - Comedies,-0.641,-0.898,-0.306,TRUE,0.592
566667,Poor People - Rich People,-0.978,-1.156,-0.749,TRUE,0.407
566760,Protein - Carbohydrates,0.575,0.108,0.914,TRUE,0.806
566775,African Americans - European Americans,-0.357,-0.609,-0.006,TRUE,0.604
566806,Drinking - Abstaining,-0.377,-0.678,-0.014,TRUE,0.664
566813,State - Church,0.462,0.078,0.749,TRUE,0.671
566863,Kobe - Shaq,-0.658,-0.883,-0.318,TRUE,0.565
566873,Night - Morning,-0.034,-0.411,0.323,FALSE,0.734
566894,Reason - Emotions,0.173,-0.2,0.494,FALSE,0.694
566968,Numbers - Letters,0.91,0.593,1.125,TRUE,0.532
566976,Helpers - Leaders,0.555,0.197,0.848,TRUE,0.652
566981,Tradition - Progress,-0.512,-0.794,-0.168,TRUE,0.626
566985,Poor People - Rich People,-0.904,-1.114,-0.633,TRUE,0.481
566991,Dogs - Cats,-0.64,-0.902,-0.312,TRUE,0.59
567000,Coffee - Tea,0.343,-0.051,0.482,FALSE,0.534
567008,Organized Labor - Management,0.155,-0.207,0.491,FALSE,0.698
567031,Protestants - Catholics,-0.223,-0.553,0.142,FALSE,0.695
567121,Night - Morning,0.222,-0.132,0.558,FALSE,0.69
567277,Protestants - Catholics,-0.317,-0.59,0.04,FALSE,0.63
567307,Tax Reductions - Social Programs,0.079,-0.298,0.401,FALSE,0.699
567313,Capital Punishment - Imprisonment,0.62,0.057,0.924,TRUE,0.867
567355,Punishment - Forgiveness,-0.216,-0.54,0.15,FALSE,0.69
567434,Receiving - Giving,-0.356,-0.69,0.042,FALSE,0.732
567480,Rich People - Beautiful People,0.485,0.146,0.677,TRUE,0.531
567536,Muslims - Jews,-0.509,-0.757,-0.184,TRUE,0.573
567553,Technology - Nature,-0.784,-0.997,-0.455,TRUE,0.542
567559,Bill Clinton - Hillary Clinton,-0.661,-0.854,-0.386,TRUE,0.468
567652,Artists - Musicians,-0.559,-0.808,-0.239,TRUE,0.569
567731,Manufactured - Natural,0.48,0.154,0.696,TRUE,0.542
567734,Punishment - Forgiveness,-1.099,-1.271,-0.875,TRUE,0.396
567795,Manufactured - Natural,1.31,1.126,1.439,TRUE,0.314
567854,Effort - Talent,-0.372,-0.858,0.187,FALSE,1.045
567917,Meg Ryan - Julia Roberts,-0.453,-0.759,-0.056,TRUE,0.703
567918,Lawyers - Politicians,-0.067,-0.398,0.306,FALSE,0.704
567950,Single - Married,-0.854,-1.057,-0.552,TRUE,0.505
567991,Dogs - Cats,0.479,0.132,0.691,TRUE,0.559
568065,Friends - Family,-0.591,-0.828,-0.238,TRUE,0.59
568069,Republicans - Democrats,-0.626,-0.913,-0.257,TRUE,0.655
568117,Innocence - Wisdom,-0.156,-0.497,0.22,FALSE,0.717
568132,Atheism - Religion,-0.626,-0.893,-0.25,TRUE,0.643
568143,Muslims - Jews,-0.429,-0.711,-0.061,TRUE,0.65
568148,Jews - Christians,0.363,-0.079,0.541,FALSE,0.62
568160,Technology - Nature,0.617,0.27,0.861,TRUE,0.591
568170,Dogs - Cats,-0.548,-0.791,-0.242,TRUE,0.549
568175,Urban - Rural,0.629,0.238,0.91,TRUE,0.672
568185,Pepsi - Coke,-0.74,-0.961,-0.416,TRUE,0.545
568315,Urban - Rural,0.471,0.081,0.78,TRUE,0.7
568333,Jews - Christians,0.626,0.355,0.856,TRUE,0.501
568380,Southerners - Northerners,0.747,0.324,0.986,TRUE,0.662
568436,Avoiding - Approaching,-1.501,-1.592,-1.381,TRUE,0.211
568463,George Bush - John Kerry,0.177,-0.201,0.519,FALSE,0.72
568549,Night - Morning,-0.701,-0.964,-0.371,TRUE,0.593
568735,Jocks - Nerds,0.341,-0.058,0.672,FALSE,0.73
568855,Gun Control - Gun Rights,-0.2,-0.509,0.17,FALSE,0.679
569003,George Bush - John Kerry,-0.557,-0.823,-0.17,TRUE,0.653
569021,Drinking - Abstaining,0.524,0.241,0.719,TRUE,0.478
569082,West Coast - East Coast,-0.107,-0.476,0.253,FALSE,0.728
569315,50 Cent - Britney Spears,0.311,-0.175,0.731,FALSE,0.906
569337,Manufactured - Natural,0.137,-0.253,0.473,FALSE,0.725
569373,Old People - Young People,0.593,0.317,0.811,TRUE,0.495
569374,Gay People - Straight People,0.735,0.46,0.946,TRUE,0.486
569406,Tradition - Progress,0.997,0.693,1.213,TRUE,0.52
569414,Numbers - Letters,0.433,0.077,0.715,TRUE,0.639
569508,Pepsi - Coke,0.412,0.104,0.661,TRUE,0.558
569534,Republicans - Democrats,0.942,0.716,1.131,TRUE,0.416
569542,Manufactured - Natural,-0.852,-1.054,-0.567,TRUE,0.487
569550,Tradition - Progress,-0.418,-0.753,-0.019,TRUE,0.733
569603,Wrinkles - Plastic Surgery,0.475,0.08,0.814,TRUE,0.734
569661,Kobe - Shaq,-0.655,-0.888,-0.363,TRUE,0.525
569750,Solitude - Companionship,0.733,0.41,0.973,TRUE,0.563
569832,Asians - Whites,-0.147,-0.42,0.273,FALSE,0.693
569836,David Letterman - Jay Leno,-0.051,-0.375,0.326,FALSE,0.7
569838,National Defense - Education,0.618,0.273,0.874,TRUE,0.602
569940,Reason - Emotions,-1.196,-1.361,-0.968,TRUE,0.393
569954,Jews - Christians,-0.1,-0.458,0.268,FALSE,0.726
570019,Kobe - Shaq,-0.557,-0.869,-0.137,TRUE,0.732
570062,Southerners - Northerners,0.289,-0.081,0.598,FALSE,0.679
570081,Chaos - Order,-0.76,-0.979,-0.458,TRUE,0.522
570180,Reason - Emotions,-0.198,-0.522,0.191,FALSE,0.713
570183,Stable - Flexible,0.589,0.015,0.987,TRUE,0.972
570279,Astrology - Science,0.771,0.526,0.98,TRUE,0.454
570428,Organized Labor - Management,0.663,0.278,0.924,TRUE,0.645
570443,Canadian - American,-0.271,-0.568,0.075,FALSE,0.644
570444,Rich People - Beautiful People,-0.462,-0.738,-0.086,TRUE,0.653
570466,Briefs - Boxers,-0.689,-0.891,-0.422,TRUE,0.469
570550,Protestants - Catholics,-0.574,-0.823,-0.258,TRUE,0.565
570602,Hiphop - Classical,0.322,-0.035,0.609,FALSE,0.645
570635,Mountains - Ocean,0.011,-0.354,0.372,FALSE,0.726
570815,West Coast - East Coast,-0.677,-0.949,-0.188,TRUE,0.761
570841,Evolution - Creationism,0.489,0.025,0.815,TRUE,0.79
570870,Career - Family,0.604,0.18,0.904,TRUE,0.724
570884,Career - Family,0.276,-0.091,0.572,FALSE,0.663
570887,Evolution - Creationism,-0.642,-0.856,-0.298,TRUE,0.557
570960,Foreign Places - American Places,-0.016,-0.373,0.332,FALSE,0.705
570984,Southerners - Northerners,0.055,-0.311,0.396,FALSE,0.708
571074,Money - Love,-0.915,-1.156,-0.693,TRUE,0.463
571087,Conservatives - Liberals,-0.513,-0.766,-0.16,TRUE,0.607
571105,Organized Labor - Management,-0.655,-0.858,-0.414,TRUE,0.444
571111,Winter - Summer,-0.378,-0.739,0.03,FALSE,0.769
571192,Tradition - Progress,0.259,-0.096,0.559,FALSE,0.655
571220,Punishment - Forgiveness,-0.145,-0.535,0.247,FALSE,0.782
571309,Effort - Talent,0.798,0.572,0.969,TRUE,0.398
571320,Republicans - Democrats,-0.668,-0.887,-0.411,TRUE,0.476
571363,Republicans - Democrats,-0.116,-0.493,0.255,FALSE,0.748
571428,Night - Morning,-0.032,-0.406,0.314,FALSE,0.72
571449,Pants - Skirts,-0.745,-1.005,-0.37,TRUE,0.635
571511,Rich People - Beautiful People,-0.452,-0.705,-0.096,TRUE,0.609
571529,Dramas - Comedies,0.213,-0.186,0.578,FALSE,0.764
571602,Pants - Skirts,0.018,-0.329,0.39,FALSE,0.719
571620,Gun Control - Gun Rights,-0.444,-0.742,-0.108,TRUE,0.634
571636,Friends - Family,-0.037,-0.375,0.345,FALSE,0.72
571645,Punishment - Forgiveness,-0.519,-0.858,0.036,FALSE,0.894
571799,Coffee - Tea,-0.204,-0.526,0.16,FALSE,0.686
571877,Pepsi - Coke,-0.067,-0.421,0.294,FALSE,0.715
571935,Tradition - Progress,-0.271,-0.474,0.082,FALSE,0.557
571952,50 Cent - Britney Spears,0.934,0.705,1.123,TRUE,0.418
571982,Numbers - Letters,0.416,-0.011,0.749,FALSE,0.76
572030,Stable - Flexible,0.059,-0.319,0.397,FALSE,0.716
572034,Team - Individual,-0.003,-0.354,0.35,FALSE,0.704
572238,Team - Individual,0.027,-0.335,0.378,FALSE,0.713
572349,Tall People - Short People,-0.036,-0.395,0.32,FALSE,0.716
572360,Relaxing - Exercising,-0.586,-0.818,-0.257,TRUE,0.561
572539,Drinking - Abstaining,0.075,-0.312,0.418,FALSE,0.73
572542,50 Cent - Britney Spears,-0.25,-0.564,0.094,FALSE,0.658
572547,Organized Labor - Management,-0.387,-0.679,-0.017,TRUE,0.662
572649,Night - Morning,0.976,0.629,1.172,TRUE,0.543
572785,Security - Freedom,0.249,-0.119,0.592,FALSE,0.71
572811,Tall People - Short People,0.618,0.23,0.891,TRUE,0.661
572957,Career - Family,0.674,0.283,0.909,TRUE,0.626
573035,Gay People - Straight People,-0.123,-0.446,0.256,FALSE,0.701
573040,Traditional Values - Feminism,-1.106,-1.244,-0.931,TRUE,0.313
573059,Urban - Rural,-0.586,-0.894,-0.18,TRUE,0.714
573073,Stable - Flexible,-0.12,-0.503,0.256,FALSE,0.759
573125,Determinism - Free will,-0.45,-0.662,0.043,FALSE,0.705
573131,Mountains - Ocean,-0.007,-0.346,0.382,FALSE,0.727
573176,Lord of the Rings - Harry Potter,-0.414,-0.661,-0.098,TRUE,0.563
573186,Denzel Washington - Tom Cruise,-0.271,-0.895,0.24,FALSE,1.136
573203,Corporations - Nonprofits,-0.457,-0.647,-0.186,TRUE,0.461
573281,David Letterman - Jay Leno,-0.364,-0.648,-0.019,TRUE,0.628
573322,Asians - Whites,-0.435,-0.664,-0.084,TRUE,0.58
573355,Canadian - American,0.31,-0.088,0.636,FALSE,0.723
573431,Mother Teresa - Princess Diana,-0.222,-0.55,0.161,FALSE,0.71
573559,Athletic People - Intelligent People,-0.241,-0.532,0.111,FALSE,0.643
573577,Athletic People - Intelligent People,0.958,0.625,1.185,TRUE,0.56
573583,Meat - Vegetables,-0.644,-0.864,-0.361,TRUE,0.503
573716,Fat People - Thin People,0.172,-0.249,0.597,FALSE,0.847
573782,Japan - United States,0.06,-0.347,0.37,FALSE,0.717
573816,Protestants - Catholics,-0.245,-0.567,0.137,FALSE,0.704
573904,Bill Clinton - Hillary Clinton,-0.601,-0.808,-0.342,TRUE,0.465
573935,Gun Control - Gun Rights,-0.34,-0.611,0.025,FALSE,0.636
573937,Astrology - Science,0.969,0.748,1.133,TRUE,0.386
573948,West Coast - East Coast,0.317,-0.123,0.638,FALSE,0.761
574023,Jews - Christians,0.547,0.114,0.783,TRUE,0.668
574088,Southerners - Northerners,0.216,-0.153,0.531,FALSE,0.684
574092,Technology - Nature,-0.009,-0.386,0.339,FALSE,0.725
574111,Microsoft - Apple,-0.097,-0.433,0.273,FALSE,0.706
574220,Japan - United States,-0.332,-0.648,0.047,FALSE,0.694
574248,Relaxing - Exercising,-0.725,-0.975,-0.37,TRUE,0.605
574271,National Defense - Education,0.045,-0.314,0.445,FALSE,0.759
574300,Drinking - Abstaining,0.591,0.271,0.841,TRUE,0.571
574304,Skeptical - Trusting,-1.059,-1.214,-0.868,TRUE,0.346
574327,Coffee - Tea,0.712,0.36,0.961,TRUE,0.601
574348,Private - Public,-0.448,-0.728,-0.05,TRUE,0.678
574383,Private - Public,0.896,0.573,1.121,TRUE,0.548
574450,Single - Married,-1.031,-1.226,-0.693,TRUE,0.534
574479,Friends - Family,-0.041,-0.397,0.309,FALSE,0.706
574498,Lord of the Rings - Harry Potter,0.086,-0.289,0.441,FALSE,0.73
574500,Determinism - Free will,-0.326,-0.649,0.063,FALSE,0.711
574527,Innocence - Wisdom,-0.255,-0.592,0.115,FALSE,0.706
574532,Reason - Emotions,0.115,-0.262,0.465,FALSE,0.727
574620,Wrinkles - Plastic Surgery,-0.422,-0.665,-0.142,TRUE,0.523
574640,Strong - Sensitive,0.876,0.678,1.055,TRUE,0.377
574707,Atheism - Religion,-1.154,-1.333,-0.836,TRUE,0.497
574709,Microsoft - Apple,0.584,0.243,0.853,TRUE,0.61
574811,Southerners - Northerners,0.917,0.669,1.121,TRUE,0.452
